image,recording,window,t_start_s,display_order,label_Ch A,label_Ch B,label_Ch C,label_Ch D,label_Ch E,label_Ch F,label_Ch G,label_Ch H,label_Ch I,label_Ch J,seen,rater,seconds_spent,ts
385-0_w001582.png,385__0,1582,7910.0,296,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,22,2026-07-30T19:53:32.762Z
385-0_w003395.png,385__0,3395,16975.0,260,clean,clean,clean,clean,unsure,clean,clean,clean,,,1,JL,41,2026-07-30T19:53:32.762Z
385-0_w003733.png,385__0,3733,18665.0,247,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,5,2026-07-30T19:53:32.762Z
385-0_w008989.png,385__0,8989,44945.0,471,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,312,2026-07-30T19:53:32.762Z
385-0_w009710.png,385__0,9710,48550.0,499,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,1198,2026-07-30T19:53:32.762Z
385-0_w011887.png,385__0,11887,59435.0,342,unsure,clean,clean,clean,clean,clean,clean,clean,,,1,JL,17,2026-07-30T19:53:32.762Z
385-0_w014080.png,385__0,14080,70400.0,290,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,335,2026-07-30T19:53:32.762Z
385-0_w014336.png,385__0,14336,71680.0,336,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,20,2026-07-30T19:53:32.762Z
385-1_w001327.png,385__1,1327,6635.0,482,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,6,2026-07-30T19:53:32.762Z
385-1_w003065.png,385__1,3065,15325.0,349,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,13,2026-07-30T19:53:32.762Z
385-1_w003513.png,385__1,3513,17565.0,429,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,23,2026-07-30T19:53:32.762Z
385-1_w006516.png,385__1,6516,32580.0,408,event,event,event,event,event,event,event,event,,,1,JL,81,2026-07-30T19:53:32.762Z
385-1_w010393.png,385__1,10393,51965.0,415,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,6,2026-07-30T19:53:32.762Z
385-1_w010503.png,385__1,10503,52515.0,122,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,18,2026-07-30T19:53:32.762Z
385-1_w011135.png,385__1,11135,55675.0,93,event,event,event,event,event,event,event,event,,,1,JL,38,2026-07-30T19:53:32.762Z
385-1_w017127.png,385__1,17127,85635.0,8,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,24,2026-07-30T19:53:32.762Z
385-2_w000035.png,385__2,35,175.0,138,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,22,2026-07-30T19:53:32.762Z
385-2_w001628.png,385__2,1628,8140.0,5,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,13,2026-07-30T19:53:32.762Z
385-2_w001758.png,385__2,1758,8790.0,264,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,13,2026-07-30T19:53:32.762Z
385-2_w002708.png,385__2,2708,13540.0,438,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,6,2026-07-30T19:53:32.762Z
385-2_w002832.png,385__2,2832,14160.0,345,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,9,2026-07-30T19:53:32.762Z
385-2_w003213.png,385__2,3213,16065.0,458,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,10,2026-07-30T19:53:32.762Z
385-2_w003499.png,385__2,3499,17495.0,152,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,7,2026-07-30T19:53:32.762Z
385-2_w004602.png,385__2,4602,23010.0,10,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,11,2026-07-30T19:53:32.762Z
399-0_w000135.png,399__0,135,675.0,18,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,34,2026-07-30T19:53:32.762Z
399-0_w001582.png,399__0,1582,7910.0,92,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,15,2026-07-30T19:53:32.762Z
399-0_w003395.png,399__0,3395,16975.0,186,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,9,2026-07-30T19:53:32.762Z
399-0_w003733.png,399__0,3733,18665.0,114,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,16,2026-07-30T19:53:32.762Z
399-0_w008989.png,399__0,8989,44945.0,129,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,16,2026-07-30T19:53:32.762Z
399-0_w009710.png,399__0,9710,48550.0,321,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,7,2026-07-30T19:53:32.762Z
399-0_w011887.png,399__0,11887,59435.0,289,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,4,2026-07-30T19:53:32.762Z
399-0_w014080.png,399__0,14080,70400.0,348,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,9,2026-07-30T19:53:32.762Z
399-0_w014336.png,399__0,14336,71680.0,106,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,9,2026-07-30T19:53:32.762Z
399-1_w001327.png,399__1,1327,6635.0,180,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,22,2026-07-30T19:53:32.762Z
399-1_w003065.png,399__1,3065,15325.0,203,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,22,2026-07-30T19:53:32.762Z
399-1_w003513.png,399__1,3513,17565.0,34,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,15,2026-07-30T19:53:32.762Z
399-1_w006516.png,399__1,6516,32580.0,119,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,7,2026-07-30T19:53:32.762Z
399-1_w010393.png,399__1,10393,51965.0,459,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,9,2026-07-30T19:53:32.762Z
399-1_w010503.png,399__1,10503,52515.0,20,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,7,2026-07-30T19:53:32.762Z
399-1_w011135.png,399__1,11135,55675.0,268,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,16,2026-07-30T19:53:32.762Z
399-1_w017127.png,399__1,17127,85635.0,238,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,14,2026-07-30T19:53:32.762Z
399-2_w000035.png,399__2,35,175.0,410,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,5,2026-07-30T19:53:32.762Z
399-2_w001628.png,399__2,1628,8140.0,137,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,5,2026-07-30T19:53:32.762Z
399-2_w001758.png,399__2,1758,8790.0,75,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,51,2026-07-30T19:53:32.762Z
399-2_w002708.png,399__2,2708,13540.0,453,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,160,2026-07-30T19:53:32.762Z
399-2_w002832.png,399__2,2832,14160.0,477,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,4,2026-07-30T19:53:32.762Z
399-2_w003213.png,399__2,3213,16065.0,364,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,15,2026-07-30T19:53:32.762Z
399-2_w003499.png,399__2,3499,17495.0,389,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,16,2026-07-30T19:53:32.762Z
399-2_w004602.png,399__2,4602,23010.0,163,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,6,2026-07-30T19:53:32.762Z
432-0_w003335.png,432__0,3335,16675.0,158,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,26,2026-07-30T19:53:32.762Z
432-0_w003493.png,432__0,3493,17465.0,21,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,22,2026-07-30T19:53:32.762Z
432-0_w003680.png,432__0,3680,18400.0,229,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,32,2026-07-30T19:53:32.762Z
432-0_w006930.png,432__0,6930,34650.0,269,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,6,2026-07-30T19:53:32.762Z
432-0_w007732.png,432__0,7732,38660.0,70,event,event,event,event,event,event,event,event,,,1,JL,23,2026-07-30T19:53:32.762Z
432-0_w008235.png,432__0,8235,41175.0,274,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,14,2026-07-30T19:53:32.762Z
432-0_w008614.png,432__0,8614,43070.0,113,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,195,2026-07-30T19:53:32.762Z
432-0_w009708.png,432__0,9708,48540.0,72,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,27,2026-07-30T19:53:32.762Z
432-0_w011420.png,432__0,11420,57100.0,144,clean,clean,clean,unsure,clean,clean,clean,clean,,,1,JL,15,2026-07-30T19:53:32.762Z
432-1_w001327.png,432__1,1327,6635.0,454,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,15,2026-07-30T19:53:32.762Z
432-1_w003065.png,432__1,3065,15325.0,29,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,20,2026-07-30T19:53:32.762Z
432-1_w003513.png,432__1,3513,17565.0,285,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,25,2026-07-30T19:53:32.762Z
432-1_w006516.png,432__1,6516,32580.0,370,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,3,2026-07-30T19:53:32.762Z
432-1_w010393.png,432__1,10393,51965.0,143,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,31,2026-07-30T19:53:32.762Z
432-1_w010503.png,432__1,10503,52515.0,181,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,13,2026-07-30T19:53:32.762Z
432-1_w011135.png,432__1,11135,55675.0,60,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,145,2026-07-30T19:53:32.762Z
432-1_w017127.png,432__1,17127,85635.0,132,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,810,2026-07-30T19:53:32.762Z
432-2_w001327.png,432__2,1327,6635.0,56,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,1,2026-07-30T19:53:32.762Z
432-2_w003065.png,432__2,3065,15325.0,139,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,15,2026-07-30T19:53:32.762Z
432-2_w003513.png,432__2,3513,17565.0,52,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,8,2026-07-30T19:53:32.762Z
432-2_w006516.png,432__2,6516,32580.0,307,event,bad,event,event,event,event,event,event,,,1,JL,23,2026-07-30T19:53:32.762Z
432-2_w010393.png,432__2,10393,51965.0,337,clean,clean,clean,clean,bad,clean,clean,clean,,,1,JL,26,2026-07-30T19:53:32.762Z
432-2_w010503.png,432__2,10503,52515.0,437,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,13,2026-07-30T19:53:32.762Z
432-2_w011135.png,432__2,11135,55675.0,412,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,31,2026-07-30T19:53:32.762Z
432-2_w017127.png,432__2,17127,85635.0,300,clean,clean,clean,clean,unsure,clean,clean,clean,,,1,JL,13,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w002495.png,ArxRosa-1015__0,2495,12475.0,433,unsure,clean,clean,bad,unsure,clean,unsure,unsure,,,1,JL,57,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w002530.png,ArxRosa-1015__0,2530,12650.0,339,clean,unsure,bad,clean,clean,clean,clean,unsure,,,1,JL,64,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w003461.png,ArxRosa-1015__0,3461,17305.0,202,unsure,bad,bad,unsure,unsure,unsure,unsure,unsure,,,1,JL,121,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w003718.png,ArxRosa-1015__0,3718,18590.0,397,clean,bad,unsure,clean,clean,clean,clean,clean,,,1,JL,43,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w005408.png,ArxRosa-1015__0,5408,27040.0,176,clean,unsure,clean,clean,clean,clean,clean,bad,,,1,JL,18,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w006971.png,ArxRosa-1015__0,6971,34855.0,390,unsure,clean,clean,clean,bad,clean,clean,clean,,,1,JL,20,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w009947.png,ArxRosa-1015__0,9947,49735.0,153,clean,unsure,clean,bad,clean,clean,clean,clean,,,1,JL,87,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w011862.png,ArxRosa-1015__0,11862,59310.0,117,clean,clean,bad,clean,unsure,clean,clean,clean,,,1,JL,37,2026-07-30T19:53:32.762Z
ArxRosa-1015-0_w012920.png,ArxRosa-1015__0,12920,64600.0,28,clean,clean,unsure,bad,clean,clean,clean,clean,,,1,JL,19,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w001327.png,ArxRosa-1015__1,1327,6635.0,419,clean,clean,clean,clean,unsure,clean,unsure,bad,,,1,JL,16,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w003065.png,ArxRosa-1015__1,3065,15325.0,447,unsure,bad,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,38,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w003513.png,ArxRosa-1015__1,3513,17565.0,80,bad,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,21,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w006516.png,ArxRosa-1015__1,6516,32580.0,53,bad,clean,clean,bad,clean,clean,clean,bad,,,1,JL,35,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w010506.png,ArxRosa-1015__1,10506,52530.0,110,unsure,unsure,unsure,unsure,unsure,bad,unsure,unsure,,,1,JL,52,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w011136.png,ArxRosa-1015__1,11136,55680.0,362,bad,clean,clean,clean,clean,clean,clean,unsure,,,1,JL,22,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w014777.png,ArxRosa-1015__1,14777,73885.0,293,unsure,clean,clean,clean,unsure,bad,unsure,unsure,,,1,JL,33,2026-07-30T19:53:32.762Z
ArxRosa-1015-1_w017128.png,ArxRosa-1015__1,17128,85640.0,460,unsure,bad,clean,clean,clean,clean,clean,clean,,,1,JL,21,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w001548.png,ArxRosa-1015__2,1548,7740.0,253,clean,clean,bad,bad,bad,clean,unsure,unsure,,,1,JL,43,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w002127.png,ArxRosa-1015__2,2127,10635.0,169,bad,clean,clean,unsure,clean,clean,clean,clean,,,1,JL,16,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w002207.png,ArxRosa-1015__2,2207,11035.0,355,clean,unsure,clean,unsure,clean,clean,clean,bad,,,1,JL,17,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w002389.png,ArxRosa-1015__2,2389,11945.0,311,unsure,clean,clean,clean,clean,clean,clean,bad,,,1,JL,18,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w002477.png,ArxRosa-1015__2,2477,12385.0,400,bad,unsure,clean,clean,unsure,clean,clean,clean,,,1,JL,29,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w003082.png,ArxRosa-1015__2,3082,15410.0,498,clean,bad,clean,unsure,clean,clean,clean,clean,,,1,JL,49,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w003479.png,ArxRosa-1015__2,3479,17395.0,359,clean,clean,unsure,clean,clean,unsure,clean,bad,,,1,JL,32,2026-07-30T19:53:32.762Z
ArxRosa-1015-2_w005591.png,ArxRosa-1015__2,5591,27955.0,88,unsure,unsure,unsure,unsure,unsure,unsure,unsure,bad,,,1,JL,97,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w002495.png,ArxRosa-1017__0,2495,12475.0,377,unsure,clean,unsure,clean,clean,unsure,clean,clean,,,1,JL,23,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w002530.png,ArxRosa-1017__0,2530,12650.0,271,unsure,bad,clean,clean,clean,clean,unsure,clean,,,1,JL,32,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w003461.png,ArxRosa-1017__0,3461,17305.0,326,unsure,clean,clean,clean,clean,unsure,clean,unsure,,,1,JL,19,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w003718.png,ArxRosa-1017__0,3718,18590.0,234,unsure,clean,clean,clean,clean,clean,unsure,unsure,,,1,JL,21,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w005408.png,ArxRosa-1017__0,5408,27040.0,131,unsure,clean,clean,clean,unsure,clean,clean,clean,,,1,JL,30,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w006971.png,ArxRosa-1017__0,6971,34855.0,480,unsure,clean,unsure,clean,clean,unsure,clean,clean,,,1,JL,30,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w009947.png,ArxRosa-1017__0,9947,49735.0,155,unsure,clean,unsure,clean,clean,clean,clean,unsure,,,1,JL,25,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w011862.png,ArxRosa-1017__0,11862,59310.0,448,unsure,unsure,unsure,clean,clean,clean,clean,clean,,,1,JL,15,2026-07-30T19:53:32.762Z
ArxRosa-1017-0_w012920.png,ArxRosa-1017__0,12920,64600.0,318,clean,unsure,clean,clean,clean,clean,unsure,bad,,,1,JL,961,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w001327.png,ArxRosa-1017__1,1327,6635.0,489,clean,clean,unsure,unsure,clean,clean,unsure,clean,,,1,JL,24,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w003065.png,ArxRosa-1017__1,3065,15325.0,335,clean,unsure,clean,clean,clean,unsure,clean,unsure,,,1,JL,29,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w003513.png,ArxRosa-1017__1,3513,17565.0,281,clean,unsure,clean,clean,clean,unsure,clean,bad,,,1,JL,17,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w006516.png,ArxRosa-1017__1,6516,32580.0,344,clean,bad,clean,bad,clean,unsure,clean,unsure,,,1,JL,29,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w010506.png,ArxRosa-1017__1,10506,52530.0,1,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,85219,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w011136.png,ArxRosa-1017__1,11136,55680.0,0,clean,unsure,unsure,clean,bad,clean,bad,clean,,,1,JL,51,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w014777.png,ArxRosa-1017__1,14777,73885.0,19,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,4772,2026-07-30T19:53:32.762Z
ArxRosa-1017-1_w017128.png,ArxRosa-1017__1,17128,85640.0,319,unsure,unsure,clean,clean,bad,clean,clean,unsure,,,1,JL,35,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w001548.png,ArxRosa-1017__2,1548,7740.0,406,unsure,clean,unsure,clean,clean,unsure,clean,unsure,,,1,JL,24,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w002127.png,ArxRosa-1017__2,2127,10635.0,413,clean,unsure,clean,unsure,clean,clean,unsure,unsure,,,1,JL,18,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w002207.png,ArxRosa-1017__2,2207,11035.0,136,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,14,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w002389.png,ArxRosa-1017__2,2389,11945.0,45,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,21,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w002477.png,ArxRosa-1017__2,2477,12385.0,329,unsure,unsure,clean,clean,unsure,unsure,clean,clean,,,1,JL,30,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w003082.png,ArxRosa-1017__2,3082,15410.0,123,clean,unsure,unsure,clean,clean,unsure,unsure,clean,,,1,JL,23,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w003479.png,ArxRosa-1017__2,3479,17395.0,216,clean,unsure,clean,clean,clean,unsure,unsure,clean,,,1,JL,21,2026-07-30T19:53:32.762Z
ArxRosa-1017-2_w005591.png,ArxRosa-1017__2,5591,27955.0,178,clean,clean,unsure,unsure,clean,unsure,clean,clean,,,1,JL,46,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w000410.png,ArxRosa-2064__0,410,2050.0,47,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,8,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w000495.png,ArxRosa-2064__0,495,2475.0,30,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,10,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w007447.png,ArxRosa-2064__0,7447,37235.0,392,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,57,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w007703.png,ArxRosa-2064__0,7703,38515.0,54,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,2,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w008200.png,ArxRosa-2064__0,8200,41000.0,325,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,39,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w008424.png,ArxRosa-2064__0,8424,42120.0,160,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,44,2026-07-30T19:53:32.762Z
ArxRosa-2064-0_w009371.png,ArxRosa-2064__0,9371,46855.0,191,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,100,2026-07-30T19:53:32.762Z
ArxRosa-2064-1_w000031.png,ArxRosa-2064__1,31,155.0,382,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,18,2026-07-30T19:53:32.762Z
ArxRosa-2064-1_w009014.png,ArxRosa-2064__1,9014,45070.0,332,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,11,2026-07-30T19:53:32.762Z
ArxRosa-2064-1_w009762.png,ArxRosa-2064__1,9762,48810.0,239,bad,bad,bad,bad,bad,bad,bad,bad,,,1,JL,8,2026-07-30T19:53:32.762Z
ArxRosa-2064-1_w010359.png,ArxRosa-2064__1,10359,51795.0,380,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,430,2026-07-30T19:53:32.762Z
ArxRosa-2064-1_w011358.png,ArxRosa-2064__1,11358,56790.0,9,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,52,2026-07-30T19:53:32.762Z
ArxRosa-2064-1_w016873.png,ArxRosa-2064__1,16873,84365.0,492,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,21,2026-07-30T19:53:32.762Z
ArxRosa-2064-2_w001046.png,ArxRosa-2064__2,1046,5230.0,126,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,5,2026-07-30T19:53:32.762Z
ArxRosa-2064-2_w004313.png,ArxRosa-2064__2,4313,21565.0,266,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,1071,2026-07-30T19:53:32.762Z
ArxRosa-2064-2_w006455.png,ArxRosa-2064__2,6455,32275.0,109,unsure,unsure,unsure,unsure,unsure,unsure,unsure,unsure,,,1,JL,18,2026-07-30T19:53:32.762Z
ArxRosa-2064-2_w010657.png,ArxRosa-2064__2,10657,53285.0,38,clean,clean,clean,clean,clean,clean,clean,clean,,,1,JL,5,2026-07-30T19:53:32.762Z
